id,config_name,original_idx_in_config,time_step,noisy1_path,noisy2_path,clean_path
199,log_asc_16_p2,19,932,noisy1/sample_000199_noisy1.pt,noisy2/sample_000199_noisy2.pt,clean/sample_000199_clean.pt
200,log_asc_16_p2,20,981,noisy1/sample_000200_noisy1.pt,noisy2/sample_000200_noisy2.pt,clean/sample_000200_clean.pt
201,log_asc_16_p2,21,1030,noisy1/sample_000201_noisy1.pt,noisy2/sample_000201_noisy2.pt,clean/sample_000201_clean.pt
202,log_asc_16_p2,22,1079,noisy1/sample_000202_noisy1.pt,noisy2/sample_000202_noisy2.pt,clean/sample_000202_clean.pt
203,log_asc_16_p2,23,1128,noisy1/sample_000203_noisy1.pt,noisy2/sample_000203_noisy2.pt,clean/sample_000203_clean.pt
204,log_asc_16_p2,24,1177,noisy1/sample_000204_noisy1.pt,noisy2/sample_000204_noisy2.pt,clean/sample_000204_clean.pt
205,log_asc_16_p2,25,1226,noisy1/sample_000205_noisy1.pt,noisy2/sample_000205_noisy2.pt,clean/sample_000205_clean.pt
206,log_asc_16_p2,26,1275,noisy1/sample_000206_noisy1.pt,noisy2/sample_000206_noisy2.pt,clean/sample_000206_clean.pt
207,log_asc_16_p2,27,1324,noisy1/sample_000207_noisy1.pt,noisy2/sample_000207_noisy2.pt,clean/sample_000207_clean.pt
208,log_asc_16_p2,28,1373,noisy1/sample_000208_noisy1.pt,noisy2/sample_000208_noisy2.pt,clean/sample_000208_clean.pt
209,log_asc_16_p2,29,1422,noisy1/sample_000209_noisy1.pt,noisy2/sample_000209_noisy2.pt,clean/sample_000209_clean.pt
210,log_desc_16_p2,0,1,noisy1/sample_000210_noisy1.pt,noisy2/sample_000210_noisy2.pt,clean/sample_000210_clean.pt
211,log_desc_16_p2,1,50,noisy1/sample_000211_noisy1.pt,noisy2/sample_000211_noisy2.pt,clean/sample_000211_clean.pt
212,log_desc_16_p2,2,99,noisy1/sample_000212_noisy1.pt,noisy2/sample_000212_noisy2.pt,clean/sample_000212_clean.pt
213,log_desc_16_p2,3,148,noisy1/sample_000213_noisy1.pt,noisy2/sample_000213_noisy2.pt,clean/sample_000213_clean.pt
214,log_desc_16_p2,4,197,noisy1/sample_000214_noisy1.pt,noisy2/sample_000214_noisy2.pt,clean/sample_000214_clean.pt
215,log_desc_16_p2,5,246,noisy1/sample_000215_noisy1.pt,noisy2/sample_000215_noisy2.pt,clean/sample_000215_clean.pt
216,log_desc_16_p2,6,295,noisy1/sample_000216_noisy1.pt,noisy2/sample_000216_noisy2.pt,clean/sample_000216_clean.pt
217,log_desc_16_p2,7,344,noisy1/sample_000217_noisy1.pt,noisy2/sample_000217_noisy2.pt,clean/sample_000217_clean.pt
218,log_desc_16_p2,8,393,noisy1/sample_000218_noisy1.pt,noisy2/sample_000218_noisy2.pt,clean/sample_000218_clean.pt
219,log_desc_16_p2,9,442,noisy1/sample_000219_noisy1.pt,noisy2/sample_000219_noisy2.pt,clean/sample_000219_clean.pt
220,log_desc_16_p2,10,491,noisy1/sample_000220_noisy1.pt,noisy2/sample_000220_noisy2.pt,clean/sample_000220_clean.pt
221,log_desc_16_p2,11,540,noisy1/sample_000221_noisy1.pt,noisy2/sample_000221_noisy2.pt,clean/sample_000221_clean.pt
222,log_desc_16_p2,12,589,noisy1/sample_000222_noisy1.pt,noisy2/sample_000222_noisy2.pt,clean/sample_000222_clean.pt
223,log_desc_16_p2,13,638,noisy1/sample_000223_noisy1.pt,noisy2/sample_000223_noisy2.pt,clean/sample_000223_clean.pt
224,log_desc_16_p2,14,687,noisy1/sample_000224_noisy1.pt,noisy2/sample_000224_noisy2.pt,clean/sample_000224_clean.pt
225,log_desc_16_p2,15,736,noisy1/sample_000225_noisy1.pt,noisy2/sample_000225_noisy2.pt,clean/sample_000225_clean.pt
226,log_desc_16_p2,16,785,noisy1/sample_000226_noisy1.pt,noisy2/sample_000226_noisy2.pt,clean/sample_000226_clean.pt
227,log_desc_16_p2,17,834,noisy1/sample_000227_noisy1.pt,noisy2/sample_000227_noisy2.pt,clean/sample_000227_clean.pt
228,log_desc_16_p2,18,883,noisy1/sample_000228_noisy1.pt,noisy2/sample_000228_noisy2.pt,clean/sample_000228_clean.pt
229,log_desc_16_p2,19,932,noisy1/sample_000229_noisy1.pt,noisy2/sample_000229_noisy2.pt,clean/sample_000229_clean.pt
230,log_desc_16_p2,20,981,noisy1/sample_000230_noisy1.pt,noisy2/sample_000230_noisy2.pt,clean/sample_000230_clean.pt
231,log_desc_16_p2,21,1030,noisy1/sample_000231_noisy1.pt,noisy2/sample_000231_noisy2.pt,clean/sample_000231_clean.pt
232,log_desc_16_p2,22,1079,noisy1/sample_000232_noisy1.pt,noisy2/sample_000232_noisy2.pt,clean/sample_000232_clean.pt
233,log_desc_16_p2,23,1128,noisy1/sample_000233_noisy1.pt,noisy2/sample_000233_noisy2.pt,clean/sample_000233_clean.pt
234,log_desc_16_p2,24,1177,noisy1/sample_000234_noisy1.pt,noisy2/sample_000234_noisy2.pt,clean/sample_000234_clean.pt
235,log_desc_16_p2,25,1226,noisy1/sample_000235_noisy1.pt,noisy2/sample_000235_noisy2.pt,clean/sample_000235_clean.pt
236,log_desc_16_p2,26,1275,noisy1/sample_000236_noisy1.pt,noisy2/sample_000236_noisy2.pt,clean/sample_000236_clean.pt
237,log_desc_16_p2,27,1324,noisy1/sample_000237_noisy1.pt,noisy2/sample_000237_noisy2.pt,clean/sample_000237_clean.pt
238,log_desc_16_p2,28,1373,noisy1/sample_000238_noisy1.pt,noisy2/sample_000238_noisy2.pt,clean/sample_000238_clean.pt
239,log_desc_16_p2,29,1422,noisy1/sample_000239_noisy1.pt,noisy2/sample_000239_noisy2.pt,clean/sample_000239_clean.pt
